emotion,emotion_label,heart_rate,hrv,skin_conductance,movement,respiratory_rate,temperature,acceleration_x,acceleration_y,acceleration_z,ambient_light,blood_oxygen,timestamp,sequence_index,sequence_id
focused,1,72.139,58.01,0.479,0.037,14.969,36.76,-0.023,0.076,9.795,0.201,96.7,2025-07-16T18:12:15.557233,197,0
focused,1,77.176,46.707,0.473,0.07,14.548,36.41,-0.087,0.228,9.766,0.92,96.7,2025-07-16T18:12:16.557233,198,0
focused,1,71.14,61.432,0.28,0.065,12.583,36.5,-0.198,-0.079,9.707,0.298,96.8,2025-07-16T18:12:17.557233,199,0
focused,1,68.92,56.803,0.446,0.066,15.712,36.52,-0.099,0.039,9.77,0.104,97.3,2025-07-16T18:12:18.557233,200,0
focused,1,72.913,45.804,0.336,0.033,14.471,36.55,0.047,-0.059,9.809,0.926,97.9,2025-07-16T18:12:19.557233,201,0
focused,1,82.215,52.205,0.342,0.045,15.506,36.72,-0.024,0.046,9.827,0.393,96.7,2025-07-16T18:12:20.557233,202,0
focused,1,72.106,61.125,0.347,0.045,12.574,36.61,-0.008,-0.042,9.799,0.683,96.9,2025-07-16T18:12:21.557233,203,0
focused,1,80.784,39.286,0.445,0.079,18.0,36.63,-0.164,0.259,9.781,0.99,96.3,2025-07-16T18:12:22.557233,204,0
focused,1,69.849,46.386,0.509,0.036,13.709,36.43,0.019,-0.025,9.776,0.104,96.8,2025-07-16T18:12:23.557233,205,0
focused,1,81.39,39.881,0.4,0.061,16.041,36.89,-0.027,-0.007,9.785,0.209,96.1,2025-07-16T18:12:24.557233,206,0
focused,1,75.579,56.528,0.33,0.066,12.478,36.49,-0.034,-0.002,9.839,0.972,96.4,2025-07-16T18:12:25.557233,207,0
focused,1,80.554,52.9,0.483,0.063,13.602,36.51,-0.039,-0.013,9.76,0.681,95.9,2025-07-16T18:12:26.557233,208,0
focused,1,81.661,58.574,0.34,0.003,18.0,36.68,-0.0,-0.0,9.801,0.534,97.3,2025-07-16T18:12:27.557233,209,0
focused,1,81.493,46.085,0.363,0.039,14.632,36.64,-0.017,-0.039,9.805,0.356,97.2,2025-07-16T18:12:28.557233,210,0
focused,1,81.905,59.359,0.43,0.07,15.249,36.36,0.127,-0.108,9.791,0.227,96.1,2025-07-16T18:12:29.557233,211,0
focused,1,69.306,50.244,0.476,0.086,13.325,36.47,-0.089,-0.023,9.829,0.994,96.6,2025-07-16T18:12:30.557233,212,0
focused,1,81.276,49.529,0.492,0.036,13.962,36.59,-0.027,-0.001,9.772,0.357,96.4,2025-07-16T18:12:31.557233,213,0
focused,1,80.786,49.572,0.361,0.051,14.583,36.56,0.076,0.027,9.799,0.43,96.5,2025-07-16T18:12:32.557233,214,0
focused,1,77.773,49.741,0.351,0.027,14.632,36.67,-0.053,0.004,9.803,0.463,96.5,2025-07-16T18:12:33.557233,215,0
focused,1,77.573,62.229,0.499,0.046,13.699,36.44,0.017,-0.015,9.781,0.361,96.8,2025-07-16T18:12:34.557233,216,0
focused,1,82.264,53.914,0.299,0.056,15.868,36.6,-0.027,0.053,9.777,0.744,96.6,2025-07-16T18:12:35.557233,217,0
focused,1,71.004,56.784,0.431,0.044,12.936,36.44,0.062,-0.043,9.808,0.227,97.2,2025-07-16T18:12:36.557233,218,0
focused,1,75.066,45.691,0.401,0.084,15.058,36.55,0.09,-0.079,9.806,0.362,97.0,2025-07-16T18:12:37.557233,219,0
focused,1,73.715,54.95,0.455,0.056,17.48,36.58,0.033,0.052,9.814,0.225,96.6,2025-07-16T18:12:38.557233,220,0
focused,1,66.796,45.573,0.418,0.008,16.456,36.54,-0.003,0.005,9.792,0.333,97.1,2025-07-16T18:12:39.557233,221,0
focused,1,69.878,63.849,0.353,0.059,13.654,36.5,0.048,-0.02,9.854,0.636,97.9,2025-07-16T18:12:40.557233,222,0
focused,1,77.034,55.01,0.294,0.037,17.622,36.53,-0.005,0.032,9.785,0.465,96.3,2025-07-16T18:12:41.557233,223,0
focused,1,67.409,42.764,0.443,0.039,14.497,36.54,-0.067,0.008,9.792,0.971,96.8,2025-07-16T18:12:42.557233,224,0
focused,1,78.906,61.705,0.478,0.016,13.511,36.7,0.027,0.021,9.799,0.86,96.4,2025-07-16T18:12:43.557233,225,0
focused,1,80.06,53.489,0.539,0.069,12.872,36.63,-0.113,-0.037,9.8,0.299,96.0,2025-07-16T18:12:44.557233,226,0
focused,1,73.518,53.893,0.389,0.09,14.604,36.63,-0.031,-0.051,9.722,0.587,96.8,2025-07-16T18:12:45.557233,227,0
focused,1,81.905,64.175,0.442,0.06,16.12,36.58,-0.033,-0.018,9.754,0.419,96.4,2025-07-16T18:12:46.557233,228,0
focused,1,74.583,45.826,0.415,0.036,16.017,36.53,-0.012,-0.037,9.785,0.395,96.4,2025-07-16T18:12:47.557233,229,0
focused,1,70.487,59.791,0.392,0.06,13.513,36.47,0.024,0.034,9.791,0.132,96.5,2025-07-16T18:12:48.557233,230,0
focused,1,82.53,54.628,0.449,0.049,15.51,36.57,0.021,0.083,9.809,0.187,96.1,2025-07-16T18:12:49.557233,231,0
focused,1,75.163,56.793,0.409,0.022,14.636,36.49,0.066,0.02,9.792,0.684,96.3,2025-07-16T18:12:50.557233,232,0
focused,1,76.898,35.692,0.423,0.035,16.077,36.76,0.019,-0.029,9.794,0.962,97.0,2025-07-16T18:12:51.557233,233,0
focused,1,75.496,56.964,0.319,0.071,13.915,36.5,-0.09,0.069,9.783,0.444,97.5,2025-07-16T18:12:52.557233,234,0
focused,1,75.311,46.068,0.46,0.049,15.139,36.61,0.054,-0.086,9.819,0.129,96.5,2025-07-16T18:12:53.557233,235,0
focused,1,90.0,58.916,0.439,0.038,16.363,36.66,0.005,-0.022,9.794,0.291,96.0,2025-07-16T18:12:54.557233,236,0
focused,1,84.013,43.944,0.45,0.041,14.248,36.79,-0.037,-0.007,9.81,0.989,97.4,2025-07-16T18:12:55.557233,237,0
focused,1,66.973,49.795,0.297,0.066,15.457,36.49,-0.018,0.03,9.757,0.881,97.1,2025-07-16T18:12:56.557233,238,0
focused,1,78.122,53.923,0.402,0.051,14.532,36.71,0.013,-0.022,9.803,0.902,96.8,2025-07-16T18:12:57.557233,239,0
focused,1,80.267,49.389,0.435,0.04,12.499,36.46,-0.042,0.024,9.765,0.342,96.9,2025-07-16T18:12:58.557233,240,0
focused,1,74.293,53.867,0.432,0.047,16.021,36.47,-0.05,0.046,9.822,0.861,96.9,2025-07-16T18:12:59.557233,241,0
focused,1,81.155,39.679,0.436,0.012,14.537,36.51,-0.005,-0.009,9.802,0.291,96.4,2025-07-16T18:13:00.557233,242,0
focused,1,68.863,55.136,0.354,0.037,13.464,36.62,0.072,-0.047,9.779,0.668,96.4,2025-07-16T18:13:01.557233,243,0
focused,1,76.446,50.284,0.416,0.04,12.249,36.52,0.004,0.03,9.793,0.331,96.4,2025-07-16T18:13:02.557233,244,0
focused,1,71.335,45.735,0.382,0.018,15.408,36.59,0.001,0.006,9.802,0.994,97.5,2025-07-16T18:13:03.557233,245,0
focused,1,83.435,44.061,0.446,0.075,13.138,36.57,0.098,-0.022,9.813,0.605,96.7,2025-07-16T18:13:04.557233,246,0
focused,1,87.918,52.067,0.455,0.064,14.99,36.64,-0.015,0.012,9.852,0.788,96.3,2025-07-16T18:13:05.557233,247,0
focused,1,75.477,42.211,0.521,0.053,16.098,36.47,-0.036,-0.13,9.823,0.178,96.6,2025-07-16T18:13:06.557233,248,0
focused,1,65.0,57.2,0.377,0.067,14.915,36.52,0.007,0.002,9.783,0.204,97.4,2025-07-16T18:13:07.557233,249,0
focused,1,66.693,64.797,0.489,0.046,14.948,36.51,0.016,0.022,9.82,0.81,97.1,2025-07-16T18:13:08.557233,250,0
focused,1,73.338,51.134,0.353,0.002,15.935,36.54,-0.002,0.0,9.8,0.537,96.2,2025-07-16T18:13:09.557233,251,0
focused,1,77.684,48.653,0.438,0.054,13.293,36.66,-0.006,-0.039,9.866,0.945,96.4,2025-07-16T18:13:10.557233,252,0
focused,1,82.301,40.173,0.389,0.05,15.343,36.77,-0.062,0.002,9.807,0.527,95.8,2025-07-16T18:13:11.557233,253,0
focused,1,82.22,35.0,0.353,0.063,15.238,36.75,0.02,-0.04,9.806,0.439,96.7,2025-07-16T18:13:12.557233,254,0
focused,1,73.433,43.631,0.393,0.035,13.102,36.56,-0.047,0.006,9.799,0.698,96.3,2025-07-16T18:13:13.557233,255,0
focused,1,72.779,49.247,0.411,0.04,15.006,36.55,-0.027,-0.014,9.799,0.638,97.4,2025-07-16T18:13:14.557233,256,0
focused,1,65.0,47.86,0.407,0.068,13.741,36.45,-0.041,0.033,9.77,0.771,97.4,2025-07-16T18:13:15.557233,257,0
focused,1,77.345,54.633,0.371,0.085,14.323,36.72,0.033,-0.166,9.689,0.167,97.0,2025-07-16T18:13:16.557233,258,0
focused,1,70.915,52.873,0.275,0.068,16.735,36.55,0.001,-0.038,9.754,0.492,97.7,2025-07-16T18:13:17.557233,259,0
focused,1,70.798,46.843,0.355,0.06,14.02,36.51,-0.117,0.027,9.763,0.425,97.7,2025-07-16T18:13:18.557233,260,0
focused,1,80.127,41.668,0.426,0.064,14.678,36.58,0.098,-0.019,9.807,0.371,96.7,2025-07-16T18:13:19.557233,261,0
focused,1,68.906,37.359,0.311,0.023,15.164,36.4,-0.004,-0.046,9.811,0.515,97.6,2025-07-16T18:13:20.557233,262,0
focused,1,73.8,59.199,0.289,0.07,13.8,36.56,0.083,0.01,9.812,0.801,96.3,2025-07-16T18:13:21.557233,263,0
focused,1,86.113,39.085,0.462,0.031,15.969,36.45,0.003,-0.038,9.792,0.172,96.6,2025-07-16T18:13:22.557233,264,0
focused,1,90.0,60.091,0.436,0.088,16.106,36.69,-0.195,-0.014,9.816,0.416,95.7,2025-07-16T18:13:23.557233,265,0
focused,1,90.0,41.143,0.378,0.053,14.461,36.63,0.0,0.096,9.849,0.497,95.8,2025-07-16T18:13:24.557233,266,0
focused,1,72.631,37.971,0.451,0.068,14.603,36.67,0.099,-0.109,9.791,0.12,96.7,2025-07-16T18:13:25.557233,267,0
focused,1,83.34,41.818,0.394,0.008,13.252,36.62,0.002,0.025,9.798,0.933,95.4,2025-07-16T18:13:26.557233,268,0
focused,1,76.428,38.688,0.4,0.03,16.176,36.47,-0.058,0.01,9.808,0.351,96.3,2025-07-16T18:13:27.557233,269,0
focused,1,79.346,52.55,0.348,0.019,14.685,36.6,0.021,-0.013,9.796,0.2,96.6,2025-07-16T18:13:28.557233,270,0
focused,1,71.603,63.834,0.383,0.046,14.243,36.51,0.048,-0.013,9.787,0.538,96.6,2025-07-16T18:13:29.557233,271,0
focused,1,77.107,50.305,0.403,0.087,14.88,36.66,-0.043,-0.061,9.738,0.294,97.3,2025-07-16T18:13:30.557233,272,0
focused,1,74.172,54.097,0.426,0.065,14.209,36.45,-0.11,-0.048,9.827,0.364,97.3,2025-07-16T18:13:31.557233,273,0
focused,1,74.31,45.849,0.251,0.066,13.788,36.39,0.029,0.045,9.801,0.289,97.3,2025-07-16T18:13:32.557233,274,0
focused,1,72.369,60.33,0.339,0.005,16.692,36.49,0.006,0.002,9.803,0.19,96.2,2025-07-16T18:13:33.557233,275,0
focused,1,74.344,63.844,0.442,0.056,13.144,36.48,0.063,0.028,9.807,0.734,96.1,2025-07-16T18:13:34.557233,276,0
focused,1,83.253,44.247,0.399,0.047,16.239,36.59,-0.023,-0.02,9.806,0.142,96.4,2025-07-16T18:13:35.557233,277,0
focused,1,66.824,44.338,0.372,0.053,12.269,36.35,-0.117,-0.046,9.851,0.93,97.5,2025-07-16T18:13:36.557233,278,0
focused,1,78.141,53.001,0.339,0.04,12.311,36.58,0.002,0.05,9.756,0.905,97.0,2025-07-16T18:13:37.557233,279,0
focused,1,76.743,50.75,0.357,0.04,16.096,36.43,0.025,0.086,9.797,0.526,96.1,2025-07-16T18:13:38.557233,280,0
focused,1,77.713,39.759,0.298,0.036,15.864,36.65,-0.074,0.008,9.783,0.45,96.8,2025-07-16T18:13:39.557233,281,0
focused,1,66.139,46.02,0.369,0.078,13.418,36.39,-0.044,-0.013,9.767,0.112,97.1,2025-07-16T18:13:40.557233,282,0
focused,1,78.057,53.076,0.505,0.038,14.262,36.46,0.01,-0.007,9.821,0.167,96.4,2025-07-16T18:13:41.557233,283,0
focused,1,77.631,56.561,0.4,0.032,12.903,36.66,0.016,-0.007,9.79,0.738,96.6,2025-07-16T18:13:42.557233,284,0
focused,1,73.541,55.795,0.439,0.033,17.002,36.45,-0.017,0.015,9.79,0.224,96.0,2025-07-16T18:13:43.557233,285,0
focused,1,76.046,54.107,0.459,0.072,14.957,36.5,0.01,-0.004,9.781,0.354,97.2,2025-07-16T18:13:44.557233,286,0
focused,1,76.007,38.498,0.448,0.068,13.418,36.59,-0.043,-0.01,9.79,0.363,96.8,2025-07-16T18:13:45.557233,287,0
focused,1,80.56,52.392,0.293,0.031,15.759,36.64,-0.002,0.01,9.812,0.166,97.1,2025-07-16T18:13:46.557233,288,0
focused,1,73.021,44.216,0.371,0.056,15.073,36.52,-0.085,0.062,9.801,0.808,97.0,2025-07-16T18:13:47.557233,289,0
focused,1,85.39,40.189,0.407,0.055,14.876,36.79,-0.013,-0.013,9.769,0.646,95.9,2025-07-16T18:13:48.557233,290,0
focused,1,66.815,44.151,0.371,0.081,13.991,36.42,0.015,0.015,9.851,0.943,96.3,2025-07-16T18:13:49.557233,291,0
focused,1,83.252,35.446,0.403,0.055,15.957,36.59,0.045,0.076,9.805,0.623,96.2,2025-07-16T18:13:50.557233,292,0
focused,1,71.855,46.925,0.457,0.074,15.758,36.52,-0.102,0.008,9.767,0.584,96.4,2025-07-16T18:13:51.557233,293,0
focused,1,71.925,63.173,0.485,0.041,14.782,36.57,-0.068,0.016,9.795,0.534,96.6,2025-07-16T18:13:52.557233,294,0
focused,1,73.273,64.009,0.46,0.048,14.964,36.48,-0.016,0.041,9.832,0.769,97.5,2025-07-16T18:13:53.557233,295,0
focused,1,81.392,60.617,0.391,0.067,17.769,36.53,0.07,-0.038,9.823,0.518,95.5,2025-07-16T18:13:54.557233,296,0
focused,1,77.129,49.2,0.319,0.066,15.725,36.75,0.014,-0.074,9.83,0.317,96.4,2025-07-16T18:13:55.557233,297,0
focused,1,65.94,48.003,0.473,0.04,15.053,36.47,0.032,0.055,9.801,0.136,96.6,2025-07-16T18:13:56.557233,298,0
focused,1,74.371,43.074,0.406,0.037,13.888,36.34,-0.019,-0.006,9.812,0.254,96.4,2025-07-16T18:13:57.557233,299,0
calm,0,70.01,40.533,0.251,0.087,15.794,36.52,0.022,0.26,9.825,0.506,97.2,2025-07-16T18:08:58.610712,0,1
calm,0,71.107,55.101,0.381,0.162,16.105,36.46,-0.247,0.044,9.817,0.833,97.3,2025-07-16T18:08:59.610712,1,1
calm,0,63.795,45.481,0.3,0.188,13.55,36.55,0.146,0.134,9.811,0.24,97.9,2025-07-16T18:09:00.610712,2,1
calm,0,82.407,38.671,0.424,0.076,14.553,36.7,-0.057,-0.038,9.836,0.14,96.4,2025-07-16T18:09:01.610712,3,1
calm,0,65.884,43.503,0.339,0.139,13.918,36.52,-0.083,0.035,9.788,0.929,96.9,2025-07-16T18:09:02.610712,4,1
calm,0,77.718,61.529,0.204,0.078,13.44,36.66,0.062,0.007,9.863,0.502,97.3,2025-07-16T18:09:03.610712,5,1
calm,0,57.977,42.561,0.421,0.177,13.314,36.42,-0.232,-0.117,9.767,0.657,98.3,2025-07-16T18:09:04.610712,6,1
calm,0,61.075,47.084,0.259,0.093,13.782,36.46,-0.033,-0.01,9.756,0.775,97.0,2025-07-16T18:09:05.610712,7,1
calm,0,79.402,38.82,0.293,0.11,13.434,36.58,-0.064,0.064,9.876,0.402,97.0,2025-07-16T18:09:06.610712,8,1
calm,0,62.14,37.865,0.169,0.167,17.93,36.6,-0.034,-0.074,9.822,0.432,97.8,2025-07-16T18:09:07.610712,9,1
calm,0,78.005,40.579,0.363,0.146,14.452,36.81,0.115,0.041,9.8,0.184,97.0,2025-07-16T18:09:08.610712,10,1
calm,0,68.654,58.905,0.225,0.145,11.262,36.57,0.222,-0.075,9.846,0.869,97.6,2025-07-16T18:09:09.610712,11,1
calm,0,76.667,64.371,0.242,0.119,13.014,36.63,-0.195,-0.118,9.761,0.124,96.8,2025-07-16T18:09:10.610712,12,1
calm,0,56.239,41.278,0.3,0.191,11.507,36.54,-0.06,0.023,9.783,0.112,97.0,2025-07-16T18:09:11.610712,13,1
calm,0,64.471,38.793,0.218,0.207,12.592,36.55,0.44,0.013,9.669,0.378,96.9,2025-07-16T18:09:12.610712,14,1
calm,0,79.369,55.123,0.25,0.104,13.463,36.59,0.038,0.124,9.752,0.376,97.3,2025-07-16T18:09:13.610712,15,1
calm,0,83.717,54.995,0.244,0.104,15.887,36.83,-0.242,0.147,9.809,0.178,96.2,2025-07-16T18:09:14.610712,16,1
calm,0,68.36,33.668,0.302,0.14,13.012,36.46,-0.039,-0.191,9.766,0.664,97.3,2025-07-16T18:09:15.610712,17,1
calm,0,73.172,35.974,0.367,0.081,14.218,36.8,-0.149,0.027,9.793,0.723,97.1,2025-07-16T18:09:16.610712,18,1
calm,0,78.096,34.366,0.301,0.075,12.474,36.59,-0.006,-0.007,9.78,0.195,96.7,2025-07-16T18:09:17.610712,19,1
calm,0,75.901,41.695,0.32,0.119,12.576,36.58,0.096,-0.081,9.841,0.744,97.4,2025-07-16T18:09:18.610712,20,1
calm,0,58.712,56.151,0.207,0.049,13.358,36.47,-0.008,-0.003,9.772,0.56,97.6,2025-07-16T18:09:19.610712,21,1
calm,0,83.449,46.018,0.248,0.148,15.026,36.81,0.043,0.033,9.679,0.396,96.9,2025-07-16T18:09:20.610712,22,1
calm,0,72.306,57.819,0.172,0.061,17.246,36.57,0.016,-0.086,9.776,0.146,96.4,2025-07-16T18:09:21.610712,23,1
calm,0,73.693,35.679,0.378,0.134,14.567,36.5,0.16,-0.036,9.823,0.775,96.7,2025-07-16T18:09:22.610712,24,1
calm,0,55.183,42.468,0.464,0.066,10.902,36.33,0.02,-0.037,9.722,0.355,97.1,2025-07-16T18:09:23.610712,25,1
calm,0,68.67,41.766,0.251,0.015,15.344,36.54,-0.014,-0.006,9.799,0.637,96.9,2025-07-16T18:09:24.610712,26,1
calm,0,71.217,40.43,0.231,0.143,12.593,36.53,0.09,-0.005,9.828,0.888,97.2,2025-07-16T18:09:25.610712,27,1
calm,0,79.352,31.095,0.457,0.059,11.32,36.54,0.033,-0.111,9.801,0.964,96.0,2025-07-16T18:09:26.610712,28,1
calm,0,74.645,46.245,0.158,0.123,14.738,36.58,0.082,0.074,9.646,0.714,97.7,2025-07-16T18:09:27.610712,29,1
calm,0,82.56,30.0,0.287,0.072,13.542,36.8,0.1,-0.092,9.827,0.559,96.4,2025-07-16T18:09:28.610712,30,1
calm,0,74.653,36.648,0.277,0.159,12.495,36.49,0.064,0.154,9.671,0.177,96.1,2025-07-16T18:09:29.610712,31,1
calm,0,75.305,51.256,0.327,0.082,14.087,36.75,-0.025,-0.083,9.748,0.24,96.7,2025-07-16T18:09:30.610712,32,1
calm,0,76.814,37.692,0.368,0.158,15.91,36.49,0.206,0.272,9.908,0.608,96.9,2025-07-16T18:09:31.610712,33,1
calm,0,67.878,48.286,0.286,0.129,12.307,36.67,-0.025,-0.036,9.791,0.118,96.6,2025-07-16T18:09:32.610712,34,1
calm,0,69.349,55.918,0.272,0.109,10.521,36.74,-0.053,-0.038,9.759,0.546,97.1,2025-07-16T18:09:33.610712,35,1
calm,0,60.578,46.889,0.301,0.113,10.224,36.53,-0.076,-0.002,9.921,0.529,98.3,2025-07-16T18:09:34.610712,36,1
calm,0,68.944,40.326,0.391,0.111,14.207,36.63,-0.064,0.001,9.651,0.621,96.8,2025-07-16T18:09:35.610712,37,1
calm,0,62.532,49.228,0.234,0.117,10.0,36.44,-0.197,0.03,9.869,0.557,98.2,2025-07-16T18:09:36.610712,38,1
calm,0,66.771,42.1,0.304,0.028,15.524,36.43,0.009,-0.033,9.818,0.727,96.5,2025-07-16T18:09:37.610712,39,1
calm,0,67.099,54.845,0.326,0.172,14.436,36.43,0.33,-0.114,9.814,0.818,97.1,2025-07-16T18:09:38.610712,40,1
calm,0,73.428,46.817,0.42,0.137,11.988,36.6,-0.155,-0.016,9.81,0.383,96.5,2025-07-16T18:09:39.610712,41,1
calm,0,82.977,30.0,0.427,0.158,12.403,36.65,-0.106,0.079,9.847,0.868,96.9,2025-07-16T18:09:40.610712,42,1
calm,0,74.13,44.368,0.274,0.085,15.836,36.83,-0.003,0.056,9.796,0.779,97.0,2025-07-16T18:09:41.610712,43,1
calm,0,70.035,45.359,0.224,0.204,10.137,36.68,0.22,0.029,9.783,0.644,96.4,2025-07-16T18:09:42.610712,44,1
calm,0,76.827,50.811,0.264,0.079,15.539,36.64,0.018,0.086,9.745,0.492,96.4,2025-07-16T18:09:43.610712,45,1
calm,0,80.884,38.642,0.368,0.125,13.628,36.66,-0.279,0.049,9.797,0.66,97.0,2025-07-16T18:09:44.610712,46,1
calm,0,81.627,50.416,0.31,0.142,12.424,36.61,-0.013,-0.262,9.733,0.855,95.5,2025-07-16T18:09:45.610712,47,1
calm,0,73.654,34.234,0.346,0.112,13.721,36.61,0.051,0.044,9.839,0.513,97.7,2025-07-16T18:09:46.610712,48,1
calm,0,85.0,56.791,0.3,0.085,14.858,36.67,0.13,-0.032,9.825,0.66,97.4,2025-07-16T18:09:47.610712,49,1
calm,0,83.606,30.323,0.382,0.109,12.053,36.65,-0.154,-0.064,9.749,0.138,97.2,2025-07-16T18:09:48.610712,50,1
calm,0,65.51,51.032,0.378,0.173,16.845,36.57,-0.095,0.148,9.664,0.839,96.4,2025-07-16T18:09:49.610712,51,1
calm,0,72.237,47.838,0.384,0.129,17.631,36.52,-0.111,0.035,9.8,0.128,96.5,2025-07-16T18:09:50.610712,52,1
calm,0,62.433,55.593,0.191,0.02,16.044,36.34,-0.0,0.025,9.798,0.688,97.8,2025-07-16T18:09:51.610712,53,1
calm,0,77.624,45.403,0.318,0.162,17.296,36.71,0.032,0.012,9.713,0.635,96.2,2025-07-16T18:09:52.610712,54,1
calm,0,64.341,56.509,0.397,0.048,13.866,36.66,0.047,-0.052,9.795,0.712,97.4,2025-07-16T18:09:53.610712,55,1
calm,0,62.615,40.164,0.283,0.116,14.27,36.56,0.043,0.176,9.822,0.123,97.9,2025-07-16T18:09:54.610712,56,1
calm,0,77.498,33.332,0.314,0.172,12.416,36.68,0.097,-0.149,9.819,0.499,97.3,2025-07-16T18:09:55.610712,57,1
calm,0,64.368,61.016,0.332,0.0,12.0,36.49,0.0,0.0,9.8,0.777,96.9,2025-07-16T18:09:56.610712,58,1
calm,0,68.959,33.764,0.282,0.048,17.484,36.39,-0.049,-0.009,9.826,0.816,96.9,2025-07-16T18:09:57.610712,59,1
calm,0,55.0,42.695,0.232,0.142,16.728,36.6,-0.01,-0.122,9.789,0.496,97.8,2025-07-16T18:09:58.610712,60,1
calm,0,63.325,56.813,0.27,0.111,16.858,36.62,0.142,-0.191,9.832,0.104,96.9,2025-07-16T18:09:59.610712,61,1
calm,0,72.215,44.683,0.401,0.141,10.445,36.63,0.024,0.097,9.98,0.414,96.9,2025-07-16T18:10:00.610712,62,1
calm,0,69.154,42.911,0.28,0.079,13.339,36.49,-0.005,-0.015,9.82,0.123,96.9,2025-07-16T18:10:01.610712,63,1
calm,0,79.152,51.856,0.263,0.082,11.325,36.6,-0.04,-0.059,9.79,0.799,96.8,2025-07-16T18:10:02.610712,64,1
calm,0,69.761,30.065,0.239,0.107,13.64,36.6,-0.009,0.038,9.843,0.47,96.7,2025-07-16T18:10:03.610712,65,1
calm,0,76.786,38.922,0.238,0.071,14.383,36.75,-0.006,0.004,9.766,0.893,97.2,2025-07-16T18:10:04.610712,66,1
calm,0,61.219,51.795,0.312,0.051,15.173,36.42,-0.021,-0.017,9.789,0.718,97.3,2025-07-16T18:10:05.610712,67,1
calm,0,67.077,52.236,0.299,0.076,14.851,36.53,-0.042,-0.006,9.818,0.289,97.2,2025-07-16T18:10:06.610712,68,1
calm,0,59.881,42.524,0.445,0.0,17.834,36.44,0.0,0.0,9.8,0.955,97.2,2025-07-16T18:10:07.610712,69,1
calm,0,58.6,52.1,0.388,0.148,16.905,36.38,-0.226,-0.096,9.832,0.378,97.1,2025-07-16T18:10:08.610712,70,1
calm,0,81.855,65.0,0.296,0.145,12.452,36.8,0.235,-0.039,9.827,0.524,96.2,2025-07-16T18:10:09.610712,71,1
calm,0,78.531,57.263,0.292,0.16,14.049,36.71,0.148,-0.168,9.895,0.416,96.7,2025-07-16T18:10:10.610712,72,1
calm,0,74.011,36.127,0.22,0.051,13.877,36.57,0.009,0.011,9.809,0.723,96.8,2025-07-16T18:10:11.610712,73,1
calm,0,71.196,41.891,0.217,0.134,13.42,36.64,0.025,-0.254,9.835,0.616,97.9,2025-07-16T18:10:12.610712,74,1
calm,0,70.781,56.862,0.361,0.12,17.531,36.47,-0.172,-0.108,9.741,0.287,97.4,2025-07-16T18:10:13.610712,75,1
calm,0,68.447,49.562,0.302,0.104,16.319,36.63,-0.113,0.065,9.736,0.982,97.6,2025-07-16T18:10:14.610712,76,1
calm,0,77.24,30.0,0.402,0.076,18.0,36.79,0.02,0.054,9.78,0.694,96.9,2025-07-16T18:10:15.610712,77,1
calm,0,73.465,60.914,0.5,0.044,16.759,36.58,0.035,-0.081,9.795,0.459,95.6,2025-07-16T18:10:16.610712,78,1
calm,0,71.915,30.813,0.193,0.123,12.293,36.47,0.048,-0.223,9.786,0.366,97.3,2025-07-16T18:10:17.610712,79,1
calm,0,62.853,52.208,0.267,0.197,17.879,36.45,0.145,0.352,9.654,0.72,96.9,2025-07-16T18:10:18.610712,80,1
calm,0,74.802,40.17,0.44,0.176,17.56,36.77,-0.092,-0.171,9.761,0.129,96.3,2025-07-16T18:10:19.610712,81,1
calm,0,70.04,34.919,0.269,0.13,14.386,36.38,0.249,-0.107,9.897,0.958,96.6,2025-07-16T18:10:20.610712,82,1
calm,0,60.893,36.008,0.332,0.096,14.484,36.33,0.102,0.051,9.881,0.114,96.8,2025-07-16T18:10:21.610712,83,1
calm,0,82.635,36.119,0.339,0.045,16.934,36.71,-0.022,-0.041,9.796,0.985,96.8,2025-07-16T18:10:22.610712,84,1
calm,0,85.0,30.842,0.352,0.104,16.574,36.66,-0.275,0.047,9.813,0.85,96.2,2025-07-16T18:10:23.610712,85,1
calm,0,68.945,63.409,0.392,0.123,11.015,36.68,-0.008,0.233,9.824,0.649,96.6,2025-07-16T18:10:24.610712,86,1
calm,0,74.229,44.287,0.367,0.022,14.857,36.59,-0.022,-0.021,9.791,0.515,96.3,2025-07-16T18:10:25.610712,87,1
calm,0,64.614,30.11,0.5,0.081,13.145,36.51,0.09,0.1,9.78,0.562,96.3,2025-07-16T18:10:26.610712,88,1
calm,0,74.747,43.024,0.151,0.165,15.599,36.69,0.046,0.107,9.743,0.347,97.8,2025-07-16T18:10:27.610712,89,1
calm,0,67.92,49.231,0.39,0.166,15.602,36.49,0.248,0.042,9.855,0.892,96.7,2025-07-16T18:10:28.610712,90,1
calm,0,70.168,50.548,0.396,0.057,14.796,36.4,0.055,-0.029,9.815,0.625,96.9,2025-07-16T18:10:29.610712,91,1
calm,0,73.21,32.052,0.359,0.132,15.288,36.71,0.245,0.088,9.78,0.125,96.2,2025-07-16T18:10:30.610712,92,1
calm,0,64.87,39.713,0.226,0.04,11.929,36.31,0.064,0.03,9.82,0.851,96.1,2025-07-16T18:10:31.610712,93,1
calm,0,75.432,34.935,0.32,0.098,14.667,36.7,0.038,0.003,9.753,0.102,97.1,2025-07-16T18:10:32.610712,94,1
