emotion,emotion_label,heart_rate,hrv,skin_conductance,movement,respiratory_rate,temperature,acceleration_x,acceleration_y,acceleration_z,ambient_light,blood_oxygen,timestamp,sequence_index,sequence_id
focused,1,69.08,35.342,0.471,0.046,15.733,36.5,0.026,0.074,9.758,0.819,97.1,2025-07-16T19:08:00.552345,229,1
focused,1,74.943,57.355,0.499,0.065,15.504,36.55,-0.069,0.001,9.821,0.176,96.5,2025-07-16T19:08:01.552345,230,1
focused,1,83.347,60.148,0.328,0.053,17.605,36.62,0.075,0.002,9.811,0.693,95.7,2025-07-16T19:08:02.552345,231,1
focused,1,72.03,46.733,0.343,0.038,14.796,36.5,0.015,-0.01,9.801,0.247,96.9,2025-07-16T19:08:03.552345,232,1
focused,1,75.106,56.418,0.513,0.05,17.845,36.62,0.026,0.005,9.781,0.773,96.6,2025-07-16T19:08:04.552345,233,1
focused,1,65.0,49.839,0.548,0.082,18.0,36.63,0.107,-0.053,9.811,0.664,96.6,2025-07-16T19:08:05.552345,234,1
focused,1,74.189,69.117,0.385,0.051,13.749,36.52,-0.113,0.064,9.828,0.644,97.0,2025-07-16T19:08:06.552345,235,1
focused,1,81.208,50.685,0.444,0.052,14.851,36.55,-0.037,0.029,9.831,0.408,95.6,2025-07-16T19:08:07.552345,236,1
focused,1,69.834,44.648,0.452,0.051,13.097,36.5,-0.178,-0.063,9.754,0.212,97.1,2025-07-16T19:08:08.552345,237,1
focused,1,81.627,54.751,0.391,0.05,14.784,36.63,0.086,-0.023,9.812,0.871,96.7,2025-07-16T19:08:09.552345,238,1
focused,1,77.805,51.072,0.422,0.09,16.371,36.63,0.039,-0.073,9.822,0.189,96.6,2025-07-16T19:08:10.552345,239,1
focused,1,80.774,57.192,0.32,0.093,14.71,36.74,-0.064,-0.144,9.872,0.218,96.4,2025-07-16T19:08:11.552345,240,1
focused,1,75.616,62.886,0.365,0.065,16.645,36.66,0.069,0.018,9.822,0.404,97.5,2025-07-16T19:08:12.552345,241,1
focused,1,74.858,46.538,0.361,0.09,14.439,36.58,-0.131,0.125,9.852,0.541,96.7,2025-07-16T19:08:13.552345,242,1
focused,1,67.63,61.711,0.436,0.045,14.31,36.42,-0.018,-0.038,9.798,0.41,97.1,2025-07-16T19:08:14.552345,243,1
focused,1,69.957,52.566,0.303,0.064,12.546,36.57,-0.1,0.004,9.781,0.923,97.3,2025-07-16T19:08:15.552345,244,1
focused,1,72.5,46.119,0.262,0.05,14.001,36.45,-0.063,0.103,9.755,0.485,97.0,2025-07-16T19:08:16.552345,245,1
focused,1,67.407,43.206,0.375,0.042,14.683,36.58,-0.076,0.029,9.807,0.616,97.4,2025-07-16T19:08:17.552345,246,1
focused,1,78.392,53.633,0.404,0.04,15.716,36.71,-0.005,0.028,9.801,0.61,96.1,2025-07-16T19:08:18.552345,247,1
focused,1,76.177,42.724,0.352,0.053,14.762,36.43,0.008,-0.022,9.795,0.287,97.0,2025-07-16T19:08:19.552345,248,1
focused,1,80.767,52.421,0.486,0.071,16.135,36.47,-0.081,0.043,9.822,0.165,96.4,2025-07-16T19:08:20.552345,249,1
focused,1,82.794,54.759,0.41,0.034,17.579,36.74,0.033,0.031,9.795,0.903,96.1,2025-07-16T19:08:21.552345,250,1
focused,1,83.646,52.076,0.451,0.069,13.31,36.91,0.083,-0.063,9.836,0.8,97.3,2025-07-16T19:08:22.552345,251,1
focused,1,73.795,50.82,0.342,0.052,15.111,36.47,0.051,-0.043,9.812,0.169,96.5,2025-07-16T19:08:23.552345,252,1
focused,1,82.495,50.152,0.372,0.02,18.0,36.64,-0.006,0.006,9.791,0.295,95.7,2025-07-16T19:08:24.552345,253,1
focused,1,83.362,46.58,0.394,0.029,13.894,36.68,-0.014,-0.03,9.777,0.48,96.2,2025-07-16T19:08:25.552345,254,1
focused,1,81.486,48.824,0.35,0.045,12.0,36.55,0.02,-0.035,9.784,0.902,96.1,2025-07-16T19:08:26.552345,255,1
focused,1,76.699,43.904,0.286,0.034,12.211,36.63,0.016,-0.071,9.811,0.628,96.9,2025-07-16T19:08:27.552345,256,1
focused,1,86.159,55.422,0.409,0.057,15.995,36.63,0.016,-0.032,9.846,0.702,96.5,2025-07-16T19:08:28.552345,257,1
focused,1,75.738,50.485,0.353,0.056,15.756,36.61,-0.024,0.018,9.799,0.601,96.9,2025-07-16T19:08:29.552345,258,1
focused,1,70.388,46.831,0.34,0.044,14.275,36.51,-0.057,0.019,9.766,0.667,96.5,2025-07-16T19:08:30.552345,259,1
focused,1,66.069,54.987,0.458,0.032,15.294,36.45,-0.043,0.024,9.813,0.497,97.5,2025-07-16T19:08:31.552345,260,1
focused,1,79.773,64.459,0.422,0.013,12.302,36.47,0.011,0.008,9.794,0.842,95.5,2025-07-16T19:08:32.552345,261,1
focused,1,80.899,46.612,0.256,0.029,14.243,36.52,-0.028,0.015,9.774,0.492,97.2,2025-07-16T19:08:33.552345,262,1
focused,1,68.457,45.005,0.482,0.042,14.289,36.57,0.028,0.016,9.774,0.457,97.1,2025-07-16T19:08:34.552345,263,1
focused,1,65.937,46.914,0.282,0.031,13.99,36.64,0.001,0.017,9.787,0.239,96.1,2025-07-16T19:08:35.552345,264,1
focused,1,69.075,65.662,0.5,0.074,14.876,36.53,0.027,-0.016,9.823,0.554,96.6,2025-07-16T19:08:36.552345,265,1
focused,1,74.595,35.249,0.363,0.051,15.094,36.52,0.072,0.004,9.806,0.503,96.6,2025-07-16T19:08:37.552345,266,1
focused,1,69.906,53.811,0.55,0.069,15.121,36.56,-0.028,-0.004,9.799,0.434,96.9,2025-07-16T19:08:38.552345,267,1
focused,1,86.957,53.048,0.489,0.073,14.77,36.64,-0.063,-0.097,9.779,0.419,96.3,2025-07-16T19:08:39.552345,268,1
focused,1,66.799,58.721,0.355,0.023,13.477,36.53,0.004,-0.033,9.792,0.495,96.6,2025-07-16T19:08:40.552345,269,1
focused,1,75.167,50.947,0.346,0.066,15.392,36.6,0.089,-0.087,9.825,0.673,97.4,2025-07-16T19:08:41.552345,270,1
focused,1,73.306,54.982,0.438,0.045,15.777,36.59,0.01,0.014,9.779,0.551,97.0,2025-07-16T19:08:42.552345,271,1
focused,1,73.341,50.57,0.456,0.077,13.912,36.58,-0.114,-0.026,9.799,0.13,96.0,2025-07-16T19:08:43.552345,272,1
focused,1,73.608,56.363,0.457,0.027,17.832,36.62,-0.025,0.026,9.78,0.808,96.8,2025-07-16T19:08:44.552345,273,1
focused,1,73.482,41.18,0.334,0.077,16.646,36.7,-0.002,0.072,9.803,0.21,96.8,2025-07-16T19:08:45.552345,274,1
focused,1,66.364,49.973,0.446,0.053,15.352,36.55,-0.071,-0.026,9.8,0.789,97.8,2025-07-16T19:08:46.552345,275,1
focused,1,78.869,59.737,0.389,0.079,13.302,36.53,-0.04,0.035,9.79,0.719,96.6,2025-07-16T19:08:47.552345,276,1
focused,1,67.854,49.657,0.25,0.054,15.298,36.42,-0.002,0.087,9.801,0.235,97.1,2025-07-16T19:08:48.552345,277,1
focused,1,75.614,52.124,0.481,0.057,17.045,36.46,0.059,-0.077,9.852,0.261,97.0,2025-07-16T19:08:49.552345,278,1
focused,1,73.894,49.868,0.284,0.036,17.162,36.59,0.021,-0.015,9.834,0.127,96.2,2025-07-16T19:08:50.552345,279,1
focused,1,74.666,44.287,0.321,0.065,14.938,36.51,-0.049,-0.002,9.82,0.381,96.6,2025-07-16T19:08:51.552345,280,1
focused,1,74.677,38.392,0.371,0.097,15.847,36.6,0.079,-0.108,9.805,0.24,96.3,2025-07-16T19:08:52.552345,281,1
focused,1,73.903,43.559,0.451,0.041,16.249,36.43,0.028,0.057,9.756,0.648,97.6,2025-07-16T19:08:53.552345,282,1
focused,1,82.915,53.299,0.472,0.038,17.041,36.8,-0.04,0.027,9.795,0.791,95.7,2025-07-16T19:08:54.552345,283,1
focused,1,83.51,35.772,0.39,0.053,14.504,36.74,0.005,0.067,9.749,0.146,96.2,2025-07-16T19:08:55.552345,284,1
focused,1,82.192,66.259,0.352,0.082,14.997,36.71,0.127,0.028,9.848,0.298,97.3,2025-07-16T19:08:56.552345,285,1
focused,1,81.42,62.335,0.376,0.066,13.089,36.65,-0.064,-0.051,9.764,0.738,96.9,2025-07-16T19:08:57.552345,286,1
focused,1,69.353,63.622,0.47,0.079,17.538,36.49,0.091,-0.028,9.779,0.6,97.5,2025-07-16T19:08:58.552345,287,1
focused,1,65.862,63.423,0.431,0.067,13.719,36.52,-0.111,-0.047,9.717,0.126,96.6,2025-07-16T19:08:59.552345,288,1
focused,1,72.532,48.9,0.37,0.07,13.26,36.47,-0.003,0.061,9.786,0.218,96.9,2025-07-16T19:09:00.552345,289,1
focused,1,75.167,36.853,0.393,0.034,13.412,36.49,0.049,0.007,9.778,0.546,97.1,2025-07-16T19:09:01.552345,290,1
focused,1,79.857,55.117,0.396,0.049,14.725,36.59,0.022,-0.011,9.797,0.153,96.2,2025-07-16T19:09:02.552345,291,1
focused,1,68.94,57.804,0.325,0.04,15.251,36.56,-0.006,0.023,9.786,0.499,96.6,2025-07-16T19:09:03.552345,292,1
focused,1,80.145,36.737,0.385,0.043,13.966,36.47,-0.007,0.008,9.796,0.968,96.5,2025-07-16T19:09:04.552345,293,1
focused,1,71.168,49.511,0.467,0.054,13.64,36.33,-0.083,0.008,9.795,0.122,96.5,2025-07-16T19:09:05.552345,294,1
focused,1,65.0,45.952,0.361,0.083,14.555,36.61,-0.065,-0.084,9.814,0.559,97.3,2025-07-16T19:09:06.552345,295,1
focused,1,71.875,44.852,0.417,0.069,16.819,36.66,0.116,0.084,9.815,0.536,96.9,2025-07-16T19:09:07.552345,296,1
focused,1,79.198,60.625,0.395,0.052,15.007,36.44,0.054,-0.028,9.753,0.996,97.5,2025-07-16T19:09:08.552345,297,1
focused,1,84.071,51.818,0.311,0.035,14.495,36.67,-0.065,0.059,9.815,0.919,96.4,2025-07-16T19:09:09.552345,298,1
focused,1,70.07,37.561,0.481,0.044,15.72,36.46,0.015,0.075,9.766,0.722,96.0,2025-07-16T19:09:10.552345,299,1
calm,0,61.955,31.887,0.274,0.074,14.432,36.31,-0.0,-0.04,9.816,0.163,96.5,2025-07-16T19:04:11.603759,0,2
calm,0,72.57,38.184,0.435,0.119,10.112,36.68,0.06,0.001,9.974,0.409,96.4,2025-07-16T19:04:12.603759,1,2
calm,0,70.532,56.811,0.376,0.122,11.261,36.57,-0.086,-0.026,9.922,0.851,97.2,2025-07-16T19:04:13.603759,2,2
calm,0,67.921,30.245,0.293,0.143,12.414,36.43,-0.046,0.157,9.798,0.644,96.9,2025-07-16T19:04:14.603759,3,2
calm,0,58.101,45.418,0.309,0.034,14.421,36.32,0.01,0.031,9.795,0.685,97.2,2025-07-16T19:04:15.603759,4,2
calm,0,78.107,49.616,0.304,0.18,14.901,36.44,0.059,-0.079,9.764,0.739,96.6,2025-07-16T19:04:16.603759,5,2
calm,0,68.441,44.305,0.35,0.142,11.6,36.65,0.226,-0.177,9.74,0.199,98.0,2025-07-16T19:04:17.603759,6,2
calm,0,71.529,49.328,0.286,0.089,13.214,36.55,-0.105,-0.038,9.81,0.735,97.5,2025-07-16T19:04:18.603759,7,2
calm,0,65.92,44.726,0.399,0.159,15.446,36.54,0.071,0.095,9.711,0.862,97.1,2025-07-16T19:04:19.603759,8,2
calm,0,80.821,50.226,0.294,0.082,12.68,36.81,0.143,-0.02,9.861,0.28,96.7,2025-07-16T19:04:20.603759,9,2
calm,0,80.52,58.802,0.192,0.063,11.96,36.82,0.093,0.062,9.755,0.849,96.4,2025-07-16T19:04:21.603759,10,2
calm,0,65.735,38.473,0.345,0.02,15.714,36.42,0.016,-0.021,9.797,0.983,96.6,2025-07-16T19:04:22.603759,11,2
calm,0,74.075,60.899,0.324,0.15,14.74,36.67,-0.118,-0.1,9.912,0.983,97.2,2025-07-16T19:04:23.603759,12,2
calm,0,65.692,30.0,0.263,0.017,16.519,36.43,-0.037,0.021,9.8,0.545,96.8,2025-07-16T19:04:24.603759,13,2
calm,0,63.165,43.391,0.366,0.054,15.235,36.42,0.121,0.094,9.816,0.312,97.4,2025-07-16T19:04:25.603759,14,2
calm,0,70.975,35.063,0.231,0.158,10.976,36.57,0.265,0.1,9.772,0.31,97.3,2025-07-16T19:04:26.603759,15,2
calm,0,83.234,35.611,0.224,0.222,12.395,36.82,0.177,-0.049,9.753,0.551,96.9,2025-07-16T19:04:27.603759,16,2
calm,0,73.469,38.303,0.309,0.07,16.389,36.65,-0.112,0.007,9.801,0.212,97.4,2025-07-16T19:04:28.603759,17,2
calm,0,76.414,56.766,0.291,0.035,15.178,36.6,-0.023,-0.022,9.78,0.275,97.2,2025-07-16T19:04:29.603759,18,2
calm,0,72.963,30.0,0.325,0.148,15.591,36.93,0.014,-0.074,9.727,0.88,97.4,2025-07-16T19:04:30.603759,19,2
calm,0,75.133,30.754,0.289,0.218,13.185,36.65,-0.014,0.05,9.652,0.826,96.4,2025-07-16T19:04:31.603759,20,2
calm,0,62.973,38.676,0.211,0.041,13.908,36.51,0.011,-0.034,9.817,0.853,97.4,2025-07-16T19:04:32.603759,21,2
calm,0,60.413,34.623,0.32,0.055,16.64,36.45,-0.014,-0.027,9.772,0.567,97.1,2025-07-16T19:04:33.603759,22,2
calm,0,82.029,38.959,0.275,0.099,14.946,36.55,0.079,0.047,9.886,0.926,97.5,2025-07-16T19:04:34.603759,23,2
calm,0,75.923,58.7,0.331,0.062,13.29,36.64,0.014,-0.015,9.723,0.527,97.3,2025-07-16T19:04:35.603759,24,2
calm,0,77.057,40.224,0.284,0.082,13.068,36.64,-0.002,-0.061,9.776,0.246,96.8,2025-07-16T19:04:36.603759,25,2
calm,0,64.122,30.543,0.365,0.0,13.917,36.44,0.0,0.0,9.8,0.178,97.8,2025-07-16T19:04:37.603759,26,2
calm,0,65.12,47.839,0.333,0.088,15.842,36.44,-0.004,-0.034,9.869,0.447,97.5,2025-07-16T19:04:38.603759,27,2
calm,0,66.0,65.0,0.407,0.118,12.487,36.49,-0.012,-0.094,9.746,0.83,97.0,2025-07-16T19:04:39.603759,28,2
calm,0,60.109,43.272,0.277,0.153,11.797,36.46,0.271,0.07,9.895,0.29,98.1,2025-07-16T19:04:40.603759,29,2
calm,0,79.107,45.252,0.206,0.066,10.786,36.62,0.018,-0.068,9.809,0.372,96.5,2025-07-16T19:04:41.603759,30,2
calm,0,72.855,63.23,0.475,0.125,13.586,36.54,-0.075,-0.063,9.941,0.167,96.6,2025-07-16T19:04:42.603759,31,2
calm,0,62.648,40.536,0.405,0.199,15.779,36.58,0.101,0.085,9.765,0.24,97.8,2025-07-16T19:04:43.603759,32,2
calm,0,65.622,48.67,0.474,0.196,15.0,36.57,0.035,-0.275,9.825,0.886,96.6,2025-07-16T19:04:44.603759,33,2
calm,0,80.066,52.133,0.324,0.095,14.872,36.56,-0.065,0.187,9.768,0.735,97.2,2025-07-16T19:04:45.603759,34,2
calm,0,69.672,41.802,0.443,0.105,12.59,36.41,-0.035,-0.152,9.858,0.154,97.6,2025-07-16T19:04:46.603759,35,2
calm,0,56.11,36.539,0.172,0.174,15.522,36.49,0.505,0.071,9.757,0.45,97.7,2025-07-16T19:04:47.603759,36,2
calm,0,70.326,45.254,0.305,0.105,14.473,36.65,0.133,-0.181,9.758,0.799,97.3,2025-07-16T19:04:48.603759,37,2
calm,0,71.324,58.309,0.193,0.124,13.076,36.68,-0.105,0.22,9.774,0.233,97.3,2025-07-16T19:04:49.603759,38,2
calm,0,80.541,33.443,0.306,0.108,10.141,36.71,0.097,-0.04,9.832,0.319,96.6,2025-07-16T19:04:50.603759,39,2
calm,0,69.219,30.0,0.307,0.126,17.722,36.44,0.083,-0.088,9.793,0.909,97.6,2025-07-16T19:04:51.603759,40,2
calm,0,61.253,50.752,0.396,0.133,14.707,36.43,-0.006,0.157,9.818,0.144,97.7,2025-07-16T19:04:52.603759,41,2
calm,0,70.369,55.504,0.345,0.142,14.142,36.39,-0.263,0.073,9.818,0.958,96.6,2025-07-16T19:04:53.603759,42,2
calm,0,79.721,35.5,0.315,0.12,11.751,36.46,-0.122,0.118,9.877,0.22,95.7,2025-07-16T19:04:54.603759,43,2
calm,0,82.765,39.817,0.395,0.0,14.673,36.6,0.0,0.0,9.8,0.568,95.7,2025-07-16T19:04:55.603759,44,2
calm,0,77.343,33.939,0.342,0.042,12.382,36.62,-0.051,-0.031,9.792,0.466,96.0,2025-07-16T19:04:56.603759,45,2
calm,0,68.491,64.16,0.386,0.025,13.18,36.28,-0.026,-0.03,9.801,0.941,96.6,2025-07-16T19:04:57.603759,46,2
calm,0,82.202,30.0,0.309,0.112,16.098,36.9,-0.005,-0.035,9.85,0.124,96.2,2025-07-16T19:04:58.603759,47,2
calm,0,77.647,45.779,0.319,0.052,14.728,36.67,-0.041,-0.04,9.759,0.169,97.7,2025-07-16T19:04:59.603759,48,2
calm,0,65.692,47.247,0.198,0.185,12.701,36.66,0.276,0.094,9.914,0.348,97.2,2025-07-16T19:05:00.603759,49,2
calm,0,70.574,36.943,0.335,0.047,13.62,36.53,0.009,-0.023,9.836,0.284,97.5,2025-07-16T19:05:01.603759,50,2
calm,0,68.437,51.864,0.416,0.046,13.343,36.67,0.022,-0.039,9.778,0.343,97.3,2025-07-16T19:05:02.603759,51,2
calm,0,68.778,30.32,0.395,0.135,15.538,36.6,0.003,-0.339,9.733,0.238,97.1,2025-07-16T19:05:03.603759,52,2
calm,0,69.539,57.188,0.212,0.173,12.63,36.65,0.23,0.22,9.78,0.58,97.3,2025-07-16T19:05:04.603759,53,2
calm,0,76.02,30.0,0.413,0.081,12.953,36.71,-0.033,-0.154,9.815,0.73,96.4,2025-07-16T19:05:05.603759,54,2
calm,0,76.878,56.836,0.15,0.145,10.094,36.81,0.011,0.138,9.861,0.334,96.4,2025-07-16T19:05:06.603759,55,2
calm,0,71.299,30.0,0.295,0.088,12.646,36.44,0.099,-0.012,9.791,0.282,97.5,2025-07-16T19:05:07.603759,56,2
calm,0,60.487,40.467,0.334,0.08,13.903,36.45,0.014,0.083,9.819,0.557,97.0,2025-07-16T19:05:08.603759,57,2
calm,0,65.612,60.43,0.369,0.14,13.947,36.55,0.005,-0.022,9.867,0.15,97.8,2025-07-16T19:05:09.603759,58,2
calm,0,55.551,37.321,0.349,0.083,14.279,36.67,-0.088,-0.106,9.837,0.471,97.1,2025-07-16T19:05:10.603759,59,2
calm,0,69.031,65.0,0.483,0.089,15.96,36.46,0.009,-0.099,9.758,0.298,97.3,2025-07-16T19:05:11.603759,60,2
calm,0,69.371,54.81,0.404,0.056,16.94,36.52,-0.039,-0.048,9.788,0.81,96.3,2025-07-16T19:05:12.603759,61,2
calm,0,77.408,51.919,0.306,0.176,14.254,36.6,-0.088,0.004,9.969,0.43,97.2,2025-07-16T19:05:13.603759,62,2
calm,0,80.177,30.984,0.453,0.037,13.465,36.8,-0.051,0.016,9.819,0.64,97.1,2025-07-16T19:05:14.603759,63,2
calm,0,63.467,42.074,0.259,0.138,10.93,36.4,0.09,0.019,9.849,0.965,97.6,2025-07-16T19:05:15.603759,64,2
calm,0,82.603,37.87,0.327,0.145,16.67,36.63,0.038,0.275,9.661,0.839,97.0,2025-07-16T19:05:16.603759,65,2
calm,0,76.038,36.668,0.276,0.106,11.472,36.65,0.039,0.057,9.837,0.777,97.5,2025-07-16T19:05:17.603759,66,2
calm,0,84.306,41.558,0.167,0.102,15.056,36.47,0.089,-0.101,9.746,0.886,96.4,2025-07-16T19:05:18.603759,67,2
calm,0,75.966,58.203,0.286,0.084,14.904,36.44,0.015,0.11,9.817,0.158,96.9,2025-07-16T19:05:19.603759,68,2
calm,0,71.189,30.0,0.379,0.126,12.27,36.77,-0.201,-0.162,9.786,0.818,97.8,2025-07-16T19:05:20.603759,69,2
calm,0,62.358,37.682,0.37,0.086,16.971,36.48,0.077,-0.114,9.851,0.29,97.4,2025-07-16T19:05:21.603759,70,2
calm,0,61.4,37.459,0.369,0.211,14.126,36.5,0.107,0.199,9.81,0.165,97.8,2025-07-16T19:05:22.603759,71,2
calm,0,71.13,38.301,0.349,0.117,16.371,36.56,0.185,-0.149,9.756,0.632,97.1,2025-07-16T19:05:23.603759,72,2
calm,0,78.607,48.068,0.15,0.089,13.938,36.59,-0.034,-0.016,9.846,0.704,97.2,2025-07-16T19:05:24.603759,73,2
calm,0,72.86,31.404,0.418,0.091,16.291,36.63,-0.087,0.115,9.806,0.859,96.2,2025-07-16T19:05:25.603759,74,2
calm,0,66.441,52.39,0.405,0.054,15.839,36.41,-0.012,-0.06,9.745,0.35,96.7,2025-07-16T19:05:26.603759,75,2
calm,0,73.276,38.84,0.364,0.104,16.074,36.56,-0.089,0.238,9.805,0.718,96.5,2025-07-16T19:05:27.603759,76,2
calm,0,59.664,41.214,0.286,0.11,16.097,36.34,0.006,-0.103,9.721,0.154,97.4,2025-07-16T19:05:28.603759,77,2
calm,0,62.217,63.874,0.335,0.0,17.798,36.4,0.0,0.0,9.8,0.263,97.3,2025-07-16T19:05:29.603759,78,2
calm,0,73.306,43.912,0.201,0.187,11.549,36.55,-0.052,-0.089,9.752,0.473,96.1,2025-07-16T19:05:30.603759,79,2
calm,0,67.793,41.74,0.213,0.06,16.556,36.55,0.048,0.095,9.817,0.167,96.9,2025-07-16T19:05:31.603759,80,2
calm,0,69.031,51.3,0.473,0.128,13.106,36.56,-0.05,-0.174,9.727,0.226,97.5,2025-07-16T19:05:32.603759,81,2
calm,0,77.544,35.724,0.262,0.087,17.05,36.65,-0.008,-0.093,9.849,0.306,96.6,2025-07-16T19:05:33.603759,82,2
calm,0,70.604,48.791,0.304,0.042,11.257,36.6,-0.007,0.07,9.759,0.355,97.2,2025-07-16T19:05:34.603759,83,2
calm,0,59.209,30.0,0.318,0.147,17.575,36.34,0.033,0.001,9.917,0.528,97.5,2025-07-16T19:05:35.603759,84,2
calm,0,78.825,49.044,0.214,0.129,15.454,36.72,0.099,-0.246,9.815,0.324,97.1,2025-07-16T19:05:36.603759,85,2
calm,0,73.971,58.115,0.224,0.0,15.672,36.61,0.0,0.0,9.8,0.662,97.0,2025-07-16T19:05:37.603759,86,2
calm,0,70.982,35.346,0.403,0.155,14.163,36.55,-0.062,0.236,9.711,0.455,96.6,2025-07-16T19:05:38.603759,87,2
calm,0,66.056,32.62,0.319,0.068,15.864,36.4,-0.006,0.061,9.738,0.103,97.3,2025-07-16T19:05:39.603759,88,2
calm,0,80.664,43.306,0.381,0.001,14.983,36.59,0.001,-0.0,9.8,0.301,97.1,2025-07-16T19:05:40.603759,89,2
calm,0,62.654,47.59,0.309,0.156,16.321,36.36,0.195,-0.024,9.832,0.406,97.3,2025-07-16T19:05:41.603759,90,2
calm,0,70.302,65.0,0.371,0.218,10.219,36.58,0.74,0.001,9.781,0.229,96.8,2025-07-16T19:05:42.603759,91,2
calm,0,55.556,33.644,0.34,0.045,14.8,36.26,0.003,-0.168,9.805,0.918,96.5,2025-07-16T19:05:43.603759,92,2
calm,0,82.615,30.353,0.452,0.155,15.653,36.76,0.119,-0.279,9.862,0.937,96.2,2025-07-16T19:05:44.603759,93,2
calm,0,73.912,41.735,0.243,0.114,10.455,36.58,-0.011,-0.045,9.838,0.572,96.9,2025-07-16T19:05:45.603759,94,2
calm,0,78.132,64.107,0.344,0.024,14.464,36.75,0.0,0.022,9.778,0.941,97.0,2025-07-16T19:05:46.603759,95,2
calm,0,65.598,38.615,0.39,0.127,14.095,36.51,0.008,-0.193,9.88,0.24,97.6,2025-07-16T19:05:47.603759,96,2
calm,0,60.292,51.421,0.295,0.157,15.604,36.55,0.028,-0.072,9.848,0.541,98.2,2025-07-16T19:05:48.603759,97,2
calm,0,82.103,30.0,0.225,0.123,17.882,36.6,0.128,-0.067,9.791,0.877,96.8,2025-07-16T19:05:49.603759,98,2
calm,0,77.514,45.614,0.283,0.077,10.0,36.67,-0.01,-0.159,9.852,0.127,97.0,2025-07-16T19:05:50.603759,99,2
calm,0,81.631,39.195,0.298,0.043,15.829,36.56,0.055,-0.006,9.84,0.166,96.3,2025-07-16T19:05:51.603759,100,2
calm,0,69.14,44.109,0.333,0.154,11.564,36.41,0.015,-0.247,9.673,0.765,97.3,2025-07-16T19:05:52.603759,101,2
calm,0,60.419,56.561,0.209,0.116,12.34,36.56,-0.074,-0.011,9.75,0.373,97.7,2025-07-16T19:05:53.603759,102,2
calm,0,75.225,35.602,0.459,0.053,16.434,36.55,0.005,0.028,9.795,0.73,97.2,2025-07-16T19:05:54.603759,103,2
calm,0,67.208,37.622,0.454,0.18,13.108,36.62,0.089,0.007,9.948,0.473,96.4,2025-07-16T19:05:55.603759,104,2
calm,0,76.828,31.848,0.251,0.059,11.444,36.65,0.104,-0.016,9.764,0.7,96.6,2025-07-16T19:05:56.603759,105,2
calm,0,75.284,48.107,0.434,0.114,15.347,36.51,0.093,-0.237,9.777,0.276,97.4,2025-07-16T19:05:57.603759,106,2
calm,0,71.638,43.146,0.344,0.104,14.086,36.59,0.052,0.027,9.86,0.282,96.9,2025-07-16T19:05:58.603759,107,2
calm,0,56.094,44.152,0.328,0.079,13.661,36.36,0.032,0.067,9.84,0.646,97.9,2025-07-16T19:05:59.603759,108,2
calm,0,71.626,43.947,0.315,0.064,14.098,36.46,-0.047,0.029,9.756,0.647,97.4,2025-07-16T19:06:00.603759,109,2
calm,0,71.155,41.519,0.261,0.124,15.801,36.32,0.107,0.08,9.835,0.849,96.9,2025-07-16T19:06:01.603759,110,2
calm,0,69.241,64.682,0.381,0.205,14.86,36.67,0.418,0.011,9.706,0.781,96.0,2025-07-16T19:06:02.603759,111,2
calm,0,81.613,35.222,0.25,0.081,16.745,36.77,0.039,-0.008,9.821,0.103,96.8,2025-07-16T19:06:03.603759,112,2
calm,0,78.177,43.591,0.303,0.172,14.646,36.75,0.017,-0.14,9.924,0.979,96.9,2025-07-16T19:06:04.603759,113,2
calm,0,62.217,46.685,0.403,0.042,13.228,36.4,0.014,-0.005,9.854,0.704,97.7,2025-07-16T19:06:05.603759,114,2
calm,0,57.066,54.007,0.21,0.066,13.7,36.38,-0.082,-0.028,9.781,0.702,98.5,2025-07-16T19:06:06.603759,115,2
calm,0,69.832,52.997,0.152,0.105,14.995,36.54,0.09,0.028,9.813,0.716,97.0,2025-07-16T19:06:07.603759,116,2
calm,0,75.945,56.985,0.394,0.0,14.098,36.4,0.0,0.0,9.8,0.915,96.7,2025-07-16T19:06:08.603759,117,2
calm,0,64.677,40.659,0.235,0.13,15.844,36.67,-0.147,0.032,9.978,0.343,96.7,2025-07-16T19:06:09.603759,118,2
calm,0,81.821,59.113,0.208,0.166,12.615,36.91,0.124,-0.091,9.836,0.113,96.4,2025-07-16T19:06:10.603759,119,2
calm,0,57.652,56.57,0.291,0.048,11.441,36.36,-0.024,-0.012,9.764,0.769,97.5,2025-07-16T19:06:11.603759,120,2
calm,0,61.083,49.747,0.407,0.101,12.263,36.32,-0.14,-0.153,9.803,0.683,96.9,2025-07-16T19:06:12.603759,121,2
calm,0,79.126,56.475,0.348,0.216,17.879,36.65,0.217,-0.154,9.795,0.968,96.7,2025-07-16T19:06:13.603759,122,2
calm,0,63.176,30.039,0.194,0.034,11.868,36.61,-0.034,-0.016,9.781,0.311,97.7,2025-07-16T19:06:14.603759,123,2
calm,0,85.0,48.913,0.303,0.1,16.814,36.77,0.041,-0.065,9.722,0.504,97.0,2025-07-16T19:06:15.603759,124,2
calm,0,80.278,46.235,0.159,0.099,15.309,36.57,-0.072,-0.007,9.833,0.607,96.8,2025-07-16T19:06:16.603759,125,2
calm,0,70.144,60.586,0.287,0.142,14.228,36.65,-0.029,-0.283,9.826,0.119,97.4,2025-07-16T19:06:17.603759,126,2
